data;cliente_id;unid
05/01/2023;489691;522
31/03/2023;542522;522
08/02/2023;220552;519
02/03/2023;542522;519
08/03/2023;477369;517
15/03/2023;483014;516
17/01/2023;489691;515
17/02/2023;508366;515
22/02/2023;868428;514
05/01/2023;171016;513
14/01/2023;130884;512
27/02/2023;508366;511
28/02/2023;371965;511
06/02/2023;172952;511
21/02/2023;508366;508
02/03/2023;220552;508
17/02/2023;934110;507
17/03/2023;508366;505
15/02/2023;172952;505
31/01/2023;227931;503
02/02/2023;220552;502
27/03/2023;489691;502
13/01/2023;227931;501
03/01/2023;220552;499
21/03/2023;235227;499
07/03/2023;227931;499
27/02/2023;542522;498
04/01/2023;220552;497
28/02/2023;220552;497
17/01/2023;171016;496
08/03/2023;172952;496
08/02/2023;161616;496
28/03/2023;235227;494
18/03/2023;316567;494
01/02/2023;171016;493
09/03/2023;227931;489
09/02/2023;171016;489
03/01/2023;171016;488
15/02/2023;171016;488
24/02/2023;483014;487
15/02/2023;371965;487
10/02/2023;934110;487
23/02/2023;483014;484
07/02/2023;172952;484
03/02/2023;542522;484
16/02/2023;934110;484
15/02/2023;477369;484
10/02/2023;220552;483
19/03/2023;542522;483
10/02/2023;315422;477
11/01/2023;171016;476
20/02/2023;508366;475
24/01/2023;171016;474
09/02/2023;220552;474
06/01/2023;489691;474
14/02/2023;171016;474
21/02/2023;161616;474
27/02/2023;483014;473
02/02/2023;171016;473
15/03/2023;172952;472
10/03/2023;477369;470
12/01/2023;171016;467
13/02/2023;172952;467
07/01/2023;120406;467
04/03/2023;483014;466
26/02/2023;161616;466
06/03/2023;489691;464
20/03/2023;374990;464
25/01/2023;220552;463
10/02/2023;172952;463
20/01/2023;489691;462
03/03/2023;227931;461
06/01/2023;120406;461
18/01/2023;220552;458
01/03/2023;508366;458
19/01/2023;171016;458
14/03/2023;542522;456
17/02/2023;172952;454
11/03/2023;172952;454
18/01/2023;180049;453
13/02/2023;371965;453
01/02/2023;220552;453
16/02/2023;172952;452
20/01/2023;180049;451
11/03/2023;477369;451
15/02/2023;868428;450
14/02/2023;172952;450
11/01/2023;220552;449
23/02/2023;267407;448
11/02/2023;868428;447
22/03/2023;101641;447
28/02/2023;508366;447
18/01/2023;489691;443
22/03/2023;235227;443
02/02/2023;227931;443
12/03/2023;477369;443
22/03/2023;477369;443
11/02/2023;315422;442
27/02/2023;161616;441
14/03/2023;220552;440
03/02/2023;171016;440
12/01/2023;220552;440
31/03/2023;235227;440
19/03/2023;477369;440
16/03/2023;235227;439
24/01/2023;220552;439
18/01/2023;171016;438
24/01/2023;315422;438
20/01/2023;171016;438
06/02/2023;171016;438
25/01/2023;171016;437
04/03/2023;508366;437
01/03/2023;220552;436
30/01/2023;227931;434
17/01/2023;180049;432
21/02/2023;868428;432
28/02/2023;483014;431
07/03/2023;171016;431
09/03/2023;868428;431
12/02/2023;371965;430
17/02/2023;220552;430
14/03/2023;235227;430
08/03/2023;220552;429
10/02/2023;171016;428
03/03/2023;220552;428
13/03/2023;477369;426
26/01/2023;220552;425
28/01/2023;483014;425
26/02/2023;542522;425
06/03/2023;508366;425
20/01/2023;161451;424
06/02/2023;220552;424
01/03/2023;171016;424
02/03/2023;171016;424
25/03/2023;534480;423
28/02/2023;172952;423
10/01/2023;489691;422
21/02/2023;483014;422
03/02/2023;220552;421
20/01/2023;227931;421
24/02/2023;477369;421
20/03/2023;542522;420
17/01/2023;130884;419
23/02/2023;171016;418
03/03/2023;172952;418
16/01/2023;180049;417
07/02/2023;227931;417
19/01/2023;220552;416
06/02/2023;227931;416
23/01/2023;227931;416
13/01/2023;220552;416
28/02/2023;477369;415
10/03/2023;101641;413
11/01/2023;339232;412
08/01/2023;120406;412
08/02/2023;315422;412
19/01/2023;180049;411
10/01/2023;339232;411
01/02/2023;161616;411
20/01/2023;220552;410
14/02/2023;542522;410
24/02/2023;220552;409
21/03/2023;220552;409
11/03/2023;101641;409
27/01/2023;220552;408
11/01/2023;445426;408
02/02/2023;374990;408
24/01/2023;227931;407
19/02/2023;161616;407
16/01/2023;171016;406
02/03/2023;508366;406
22/03/2023;508366;406
24/02/2023;868428;405
20/03/2023;508366;405
13/02/2023;220552;405
05/03/2023;172952;405
26/01/2023;445426;405
21/03/2023;172952;405
19/01/2023;227931;405
11/03/2023;868428;405
15/03/2023;220552;404
21/01/2023;130884;404
05/03/2023;477369;404
30/03/2023;542522;403
18/02/2023;172952;402
02/03/2023;172952;402
03/03/2023;171016;401
25/01/2023;445426;401
06/01/2023;171016;400
23/03/2023;235227;400
17/03/2023;101641;400
15/03/2023;171016;399
28/03/2023;477369;399
15/01/2023;445426;398
16/02/2023;171016;397
23/02/2023;868428;397
17/03/2023;235227;397
02/03/2023;868428;396
08/03/2023;171016;396
10/02/2023;161616;396
27/01/2023;374990;396
07/01/2023;220552;395
30/01/2023;171016;395
21/02/2023;130884;394
30/03/2023;235227;393
09/03/2023;220552;392
09/02/2023;161616;392
12/02/2023;172952;392
24/03/2023;235227;392
25/01/2023;315422;391
29/03/2023;235227;390
23/03/2023;101641;389
15/03/2023;235227;388
14/03/2023;171016;388
07/03/2023;118986;387
31/01/2023;374990;387
12/01/2023;445426;387
16/02/2023;371965;386
01/03/2023;161616;386
13/02/2023;171016;385
14/02/2023;868428;383
18/01/2023;172952;383
22/02/2023;371965;382
21/03/2023;171016;381
26/01/2023;171016;381
20/02/2023;868428;381
10/01/2023;267407;381
28/01/2023;171016;380
10/03/2023;483014;380
04/02/2023;477369;380
23/02/2023;477369;380
07/03/2023;235227;379
14/01/2023;489691;379
16/01/2023;445426;378
07/01/2023;339232;377
09/01/2023;209232;376
13/03/2023;227931;376
18/03/2023;542522;376
01/03/2023;267407;374
13/02/2023;542522;373
27/03/2023;235227;373
06/03/2023;868428;372
19/03/2023;508366;372
08/02/2023;267407;372
09/01/2023;220552;371
27/01/2023;171016;371
31/01/2023;161616;370
14/02/2023;371965;370
12/03/2023;868428;369
23/01/2023;171016;369
13/03/2023;235227;369
21/01/2023;227931;369
08/03/2023;868428;368
19/03/2023;235227;368
16/03/2023;172952;368
04/02/2023;172952;367
05/02/2023;172952;367
02/03/2023;267407;367
01/02/2023;227931;366
03/01/2023;445426;366
28/02/2023;868428;364
14/01/2023;171016;364
19/02/2023;868428;364
13/03/2023;101641;364
27/03/2023;477369;364
14/01/2023;445426;364
12/01/2023;339232;363
02/02/2023;161616;363
01/02/2023;374990;363
23/03/2023;161616;362
22/03/2023;171016;362
07/02/2023;267407;362
21/03/2023;542522;362
12/02/2023;542522;360
26/02/2023;868428;360
13/03/2023;171016;360
27/02/2023;868428;360
19/01/2023;445426;360
16/03/2023;477369;360
06/03/2023;171016;359
03/02/2023;161616;359
18/01/2023;161451;358
07/01/2023;701878;358
22/03/2023;172952;357
01/03/2023;172952;357
16/02/2023;868428;356
25/03/2023;123224;356
18/03/2023;508366;355
12/02/2023;171016;355
04/02/2023;220552;354
09/03/2023;171016;353
08/02/2023;227931;353
24/02/2023;171016;353
03/03/2023;267407;353
07/01/2023;142883;352
20/02/2023;172952;352
18/01/2023;445426;352
10/01/2023;209232;351
04/02/2023;868428;350
11/02/2023;220552;350
12/02/2023;161616;349
03/03/2023;508366;349
02/01/2023;171016;348
04/03/2023;172952;348
10/03/2023;171016;348
28/03/2023;220552;347
22/03/2023;542522;347
07/01/2023;171016;346
23/01/2023;180049;346
21/01/2023;180049;346
11/02/2023;171016;345
08/03/2023;483014;345
06/03/2023;227931;345
23/03/2023;477369;345
15/01/2023;171016;344
08/01/2023;180049;344
14/03/2023;172952;344
23/03/2023;508366;344
25/01/2023;267407;344
17/01/2023;445426;344
01/02/2023;267407;344
25/03/2023;235227;343
30/01/2023;220552;342
24/02/2023;172952;342
17/01/2023;227931;341
16/03/2023;101641;341
10/02/2023;267407;341
25/03/2023;542522;341
31/01/2023;315422;340
16/03/2023;220552;340
16/01/2023;220552;340
26/01/2023;483014;340
22/02/2023;315422;339
25/02/2023;171016;339
23/02/2023;172952;339
14/02/2023;267407;339
10/03/2023;227931;339
24/03/2023;161616;339
17/02/2023;171016;337
04/03/2023;220552;337
20/03/2023;172952;337
22/02/2023;220552;337
07/03/2023;267407;337
11/03/2023;123224;337
08/03/2023;235227;336
18/03/2023;235227;336
17/03/2023;172952;336
22/01/2023;445426;336
04/02/2023;227931;335
10/03/2023;220552;334
22/03/2023;130884;334
23/01/2023;220552;333
24/01/2023;180049;333
25/01/2023;180049;332
01/02/2023;161451;332
25/01/2023;227931;332
09/03/2023;235227;332
11/01/2023;267407;331
05/03/2023;868428;330
13/01/2023;445426;330
10/03/2023;267407;330
18/02/2023;868428;330
10/03/2023;868428;330
27/01/2023;227931;329
07/03/2023;489691;329
20/03/2023;235227;328
24/01/2023;130884;328
13/02/2023;934110;328
07/02/2023;315422;327
10/03/2023;235227;327
17/01/2023;267407;327
17/02/2023;477369;326
04/01/2023;445426;326
03/03/2023;868428;325
06/01/2023;339232;325
25/02/2023;172952;325
22/02/2023;477369;325
09/01/2023;180049;324
17/02/2023;868428;323
25/03/2023;101641;323
14/03/2023;227931;322
05/02/2023;161616;321
05/01/2023;445426;321
19/02/2023;477369;321
16/01/2023;227931;320
17/03/2023;483014;320
11/01/2023;868428;320
13/03/2023;220552;320
23/01/2023;445426;320
16/03/2023;171016;319
07/02/2023;235227;319
11/03/2023;235227;319
25/02/2023;220552;318
06/03/2023;220552;318
19/03/2023;316567;318
16/02/2023;267407;318
09/01/2023;339232;317
27/02/2023;220552;317
26/03/2023;235227;317
18/02/2023;477369;317
22/02/2023;171016;316
26/01/2023;315422;315
12/03/2023;235227;315
18/02/2023;220552;315
02/03/2023;161616;315
28/01/2023;220552;315
25/02/2023;267407;315
24/01/2023;267407;315
31/01/2023;161451;313
17/02/2023;315422;313
20/02/2023;220552;313
22/03/2023;220552;313
06/03/2023;235227;313
22/02/2023;172952;313
17/03/2023;542522;313
17/02/2023;267407;312
21/01/2023;445426;312
07/01/2023;445426;311
26/01/2023;267407;310
05/03/2023;508366;309
21/01/2023;220552;309
28/03/2023;171016;309
23/03/2023;171016;309
24/01/2023;172952;309
28/02/2023;235227;308
25/02/2023;868428;308
20/03/2023;316567;307
25/01/2023;172952;307
03/03/2023;477369;307
22/01/2023;180049;306
31/01/2023;180049;306
23/02/2023;371965;306
09/02/2023;267407;306
21/02/2023;171016;305
01/03/2023;868428;305
02/01/2023;220552;305
14/01/2023;220552;305
26/01/2023;227931;305
20/01/2023;161616;304
01/03/2023;477369;304
15/01/2023;180049;303
01/03/2023;235227;303
03/02/2023;868428;303
20/01/2023;445426;302
24/01/2023;374990;302
27/01/2023;172952;301
14/01/2023;180049;301
03/03/2023;161616;301
15/02/2023;267407;301
21/01/2023;171016;300
04/03/2023;227931;300
12/01/2023;868428;300
26/01/2023;180049;300
18/03/2023;101641;300
23/03/2023;172952;300
25/03/2023;267407;300
23/02/2023;235227;299
08/03/2023;267407;299
26/01/2023;161451;297
04/02/2023;171016;297
17/03/2023;220552;297
11/03/2023;171016;296
31/01/2023;235227;296
02/03/2023;235227;295
20/02/2023;161616;295
24/03/2023;171016;294
27/01/2023;315422;294
05/02/2023;171016;293
21/02/2023;220552;293
19/01/2023;161451;292
09/02/2023;235227;292
24/03/2023;220552;292
19/01/2023;172952;292
21/01/2023;172952;292
21/02/2023;371965;292
06/01/2023;180049;291
18/03/2023;172952;291
10/03/2023;934110;291
12/01/2023;267407;291
18/03/2023;477369;291
09/03/2023;267407;290
14/01/2023;227931;289
07/01/2023;180049;288
10/01/2023;180049;288
27/02/2023;477369;288
10/01/2023;235227;287
13/01/2023;180049;287
16/02/2023;165118;286
10/01/2023;868428;286
24/03/2023;172952;286
20/03/2023;171016;285
04/03/2023;868428;285
28/03/2023;267407;285
01/02/2023;180049;283
13/03/2023;489691;283
24/02/2023;267407;283
27/02/2023;172952;282
12/02/2023;315422;282
30/03/2023;171016;281
11/03/2023;267407;281
02/01/2023;445426;281
03/02/2023;477369;281
24/03/2023;542522;281
15/02/2023;227931;280
27/03/2023;171016;280
24/03/2023;101641;280
29/03/2023;171016;279
05/01/2023;180049;279
07/01/2023;542988;279
11/02/2023;371965;279
27/03/2023;172952;279
26/02/2023;315422;278
06/01/2023;701878;278
23/01/2023;534480;278
20/02/2023;315422;277
09/01/2023;489691;277
30/03/2023;220552;277
09/02/2023;315422;277
13/02/2023;316567;277
02/03/2023;477369;277
23/02/2023;315422;276
03/01/2023;267407;276
04/03/2023;477369;276
06/01/2023;445426;276
17/01/2023;235227;275
20/01/2023;267407;275
23/03/2023;220552;274
29/03/2023;477369;274
06/01/2023;267407;274
05/03/2023;227931;273
23/02/2023;438868;273
05/01/2023;120406;273
26/01/2023;172952;273
31/03/2023;315422;273
03/01/2023;388700;273
28/02/2023;438868;273
04/03/2023;171016;273
30/01/2023;374990;272
31/03/2023;171016;272
03/03/2023;235227;271
14/02/2023;235227;271
04/01/2023;267407;271
25/02/2023;477369;271
04/02/2023;542522;270
18/03/2023;220552;270
11/02/2023;267407;270
21/01/2023;161616;269
18/02/2023;161616;269
13/01/2023;267407;269
04/01/2023;922771;269
27/02/2023;315422;269
10/01/2023;701878;269
02/02/2023;267407;269
11/03/2023;220552;268
13/02/2023;315422;268
18/01/2023;267407;268
17/03/2023;477369;268
19/02/2023;172952;267
14/02/2023;120406;267
25/03/2023;477369;267
17/03/2023;267407;266
21/02/2023;477369;266
03/01/2023;235227;265
20/01/2023;172952;265
21/02/2023;315422;265
31/01/2023;445426;265
06/02/2023;235227;264
11/01/2023;180049;264
25/03/2023;161616;264
12/01/2023;180049;263
08/02/2023;374990;263
03/02/2023;267407;263
14/03/2023;267407;263
03/01/2023;489691;262
07/02/2023;374990;262
19/01/2023;267407;262
02/02/2023;542522;262
10/01/2023;368665;261
26/01/2023;355840;261
22/01/2023;542988;261
31/03/2023;352726;260
18/02/2023;934110;260
21/01/2023;542988;260
29/03/2023;220552;260
20/02/2023;477369;260
15/02/2023;165118;259
21/01/2023;489691;259
15/03/2023;267407;259
27/01/2023;267407;259
14/03/2023;316567;258
19/02/2023;315422;258
05/02/2023;374990;258
05/02/2023;220552;258
26/02/2023;477369;258
29/01/2023;171016;257
08/02/2023;235227;257
15/02/2023;934110;256
21/03/2023;267407;256
31/01/2023;267407;256
04/03/2023;267407;256
14/01/2023;161451;255
17/03/2023;171016;255
19/03/2023;868428;255
24/03/2023;352726;255
05/01/2023;701878;255
08/01/2023;171016;255
15/02/2023;120406;255
16/03/2023;267407;255
30/03/2023;267407;254
24/03/2023;477369;254
18/02/2023;267407;253
13/01/2023;161451;253
24/02/2023;315422;252
30/01/2023;161451;252
24/03/2023;267407;252
07/03/2023;122298;251
27/02/2023;267407;251
09/02/2023;286415;250
25/02/2023;438868;249
27/03/2023;220552;249
09/03/2023;161616;249
30/01/2023;267407;249
02/02/2023;161451;248
05/01/2023;235227;248
23/03/2023;586250;248
01/02/2023;235227;247
20/02/2023;171016;247
05/01/2023;531226;247
28/01/2023;227931;246
20/03/2023;220552;246
09/02/2023;292090;246
19/02/2023;438868;246
15/03/2023;542522;245
02/03/2023;315422;245
11/03/2023;316567;245
24/02/2023;371965;245
11/01/2023;235227;245
12/02/2023;220552;245
28/01/2023;267407;245
23/01/2023;172952;244
07/02/2023;161616;244
08/01/2023;445426;244
08/01/2023;339232;244
05/01/2023;267407;244
01/03/2023;315422;243
23/03/2023;267407;243
17/01/2023;161616;242
22/01/2023;171016;242
29/03/2023;101641;242
03/01/2023;161616;242
12/02/2023;934110;242
22/01/2023;227931;240
03/02/2023;489691;240
17/02/2023;142883;240
18/01/2023;161616;240
26/02/2023;220552;240
30/03/2023;476659;240
23/01/2023;267407;240
04/01/2023;180049;240
13/03/2023;186677;240
14/03/2023;489691;239
04/01/2023;388700;239
31/03/2023;220552;239
04/01/2023;235227;239
29/01/2023;489691;238
12/03/2023;171016;238
10/02/2023;235227;238
05/01/2023;388700;238
08/03/2023;368442;238
24/02/2023;438868;238
06/01/2023;235227;237
19/01/2023;161616;237
15/01/2023;227931;236
11/01/2023;161451;236
09/01/2023;445426;235
06/01/2023;161714;235
26/03/2023;161616;234
21/02/2023;172952;234
16/02/2023;227931;234
04/01/2023;510291;234
26/02/2023;172952;234
06/01/2023;388700;233
15/02/2023;235227;233
03/01/2023;510291;233
30/03/2023;315422;233
30/01/2023;489691;232
24/03/2023;586250;232
05/01/2023;161714;232
19/03/2023;101641;232
25/03/2023;172952;232
07/01/2023;267407;232
08/01/2023;220552;231
18/03/2023;868428;231
22/01/2023;534480;231
20/01/2023;542988;231
29/01/2023;161451;231
25/02/2023;315422;231
04/01/2023;556635;231
20/01/2023;315422;230
22/02/2023;438868;230
17/02/2023;227931;229
15/01/2023;220552;229
16/01/2023;172952;229
08/01/2023;542988;229
28/01/2023;315422;228
07/02/2023;368665;228
28/03/2023;122298;228
22/02/2023;235227;228
21/03/2023;315422;228
21/03/2023;122298;227
11/03/2023;161616;227
18/02/2023;171016;227
06/02/2023;267407;227
29/03/2023;267407;227
16/01/2023;267407;227
02/03/2023;311367;226
10/01/2023;630104;225
11/02/2023;227931;225
14/02/2023;476659;225
23/01/2023;542988;224
12/01/2023;476659;224
04/03/2023;315422;224
14/03/2023;483014;224
18/03/2023;267407;224
16/03/2023;542522;224
22/01/2023;220552;223
05/03/2023;171016;223
01/02/2023;172952;223
06/02/2023;374990;223
11/02/2023;235227;223
14/01/2023;267407;223
03/03/2023;315422;222
02/02/2023;235227;222
18/03/2023;122298;222
05/03/2023;315422;222
18/02/2023;120406;222
27/02/2023;235227;221
02/02/2023;868428;221
25/03/2023;483014;221
27/01/2023;180049;220
26/01/2023;235227;220
29/01/2023;220552;220
14/01/2023;172952;220
01/03/2023;438868;219
05/03/2023;235227;219
10/03/2023;586250;219
02/03/2023;438868;219
15/03/2023;227931;219
21/01/2023;267407;219
05/02/2023;227931;218
16/02/2023;235227;218
11/02/2023;934110;218
04/02/2023;374990;218
18/01/2023;315422;218
19/02/2023;171016;218
06/01/2023;368552;218
18/03/2023;171016;218
04/02/2023;267407;218
03/01/2023;531226;217
28/03/2023;172952;217
09/01/2023;267407;217
04/03/2023;161616;216
29/03/2023;172952;216
28/01/2023;172952;216
22/01/2023;172952;216
16/02/2023;438868;216
06/01/2023;510291;216
04/03/2023;235227;215
03/01/2023;180049;215
24/02/2023;934110;215
06/01/2023;542988;215
24/01/2023;235227;214
15/02/2023;438868;214
13/02/2023;235227;214
06/01/2023;376399;214
14/02/2023;316567;214
02/02/2023;180049;212
02/01/2023;510291;212
15/03/2023;374990;212
12/01/2023;235227;211
27/01/2023;235227;211
31/01/2023;172952;211
28/02/2023;122298;211
29/01/2023;374990;211
06/03/2023;368665;210
28/01/2023;161451;210
18/02/2023;371965;210
20/01/2023;235227;209
14/02/2023;438868;209
15/01/2023;161451;209
13/02/2023;267407;209
01/03/2023;122298;208
09/02/2023;374990;208
07/02/2023;542522;208
26/02/2023;171016;207
03/02/2023;172952;207
22/03/2023;122298;207
11/02/2023;542522;207
05/01/2023;510291;207
04/01/2023;161616;206
09/01/2023;235227;206
30/01/2023;180049;206
30/03/2023;352726;206
19/01/2023;235227;205
21/02/2023;235227;205
04/01/2023;339232;205
31/03/2023;172952;205
26/03/2023;267407;205
10/01/2023;388700;205
15/01/2023;172952;205
20/02/2023;197861;205
18/02/2023;315422;204
25/01/2023;235227;204
28/01/2023;374990;204
07/01/2023;489691;203
07/02/2023;630104;203
03/02/2023;235227;203
27/01/2023;161451;203
27/02/2023;438868;203
11/03/2023;227931;203
25/03/2023;220552;202
30/01/2023;172952;202
06/02/2023;371965;202
03/02/2023;934110;202
15/02/2023;161616;202
16/02/2023;161616;202
12/03/2023;267407;202
07/01/2023;235227;201
03/01/2023;922771;201
24/01/2023;534480;201
17/02/2023;161616;201
21/03/2023;368665;201
06/01/2023;161451;200
07/02/2023;180049;200
11/02/2023;489691;200
14/02/2023;374990;200
11/01/2023;286415;200
26/02/2023;438868;199
05/01/2023;339232;199
08/02/2023;368665;199
23/03/2023;352726;199
25/01/2023;161616;198
14/03/2023;122298;198
15/01/2023;271648;198
29/01/2023;180049;197
05/02/2023;235227;197
09/03/2023;186677;197
17/03/2023;122298;197
22/02/2023;267407;197
11/01/2023;368665;196
08/03/2023;127740;196
19/02/2023;220552;195
09/01/2023;368665;195
17/02/2023;235227;195
30/03/2023;172952;195
29/03/2023;542522;195
05/03/2023;220552;195
02/03/2023;122298;194
09/01/2023;161714;194
19/03/2023;267407;194
26/03/2023;477369;194
02/01/2023;161451;193
01/03/2023;371965;193
02/01/2023;556635;193
03/01/2023;161714;193
13/01/2023;235227;192
13/03/2023;122298;192
19/01/2023;542988;192
07/03/2023;368665;192
19/01/2023;197861;192
10/01/2023;445426;192
02/01/2023;227931;191
17/01/2023;161451;191
03/01/2023;630104;191
07/01/2023;161714;191
08/02/2023;292090;191
07/01/2023;227931;190
24/02/2023;235227;190
14/01/2023;315422;190
02/01/2023;388700;190
21/01/2023;315422;190
27/01/2023;445426;190
26/02/2023;267407;190
07/02/2023;438868;189
04/02/2023;180049;189
13/03/2023;352726;189
18/02/2023;555723;189
22/03/2023;267407;189
13/01/2023;315422;188
13/03/2023;330896;188
14/02/2023;934110;188
20/03/2023;534480;188
06/02/2023;368665;188
09/01/2023;368552;188
09/01/2023;315422;187
28/01/2023;235227;187
16/01/2023;315422;187
24/03/2023;122298;187
24/03/2023;130884;187
07/01/2023;368552;187
12/03/2023;186677;187
01/02/2023;510291;187
17/01/2023;630104;186
19/01/2023;315422;186
28/01/2023;180049;185
22/02/2023;227931;185
01/03/2023;413759;185
15/03/2023;122298;185
20/03/2023;624057;185
11/03/2023;186677;185
25/02/2023;235227;184
22/03/2023;586250;184
14/02/2023;252548;184
02/03/2023;418262;184
25/03/2023;171016;184
04/01/2023;161714;184
19/01/2023;120406;184
10/01/2023;161714;184
18/01/2023;235227;183
01/03/2023;161451;183
03/03/2023;368665;183
08/03/2023;534480;183
24/03/2023;508366;183
23/03/2023;122298;183
11/03/2023;130884;183
04/01/2023;227931;183
18/02/2023;367192;182
25/01/2023;161451;182
08/03/2023;122298;182
21/02/2023;438868;181
